"drug_name","drug_id","target","target_pathway","ic50_effect_size","feature_name","TISSUE TYPE "
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.4109055461752","ASH1L_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.22749630618319","ASPM_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.2339674471949","ASXL1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.16337866310877","ASXL2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.053480990886868","ATM_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.28308297601541","ATRX_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.2608423738625","ATR_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.027720405737575","AXIN1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.25953139481457","AXIN2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.027630342845399","B2M_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.67989941811106","BAP1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.3159772565687","BAZ2B_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.56359086637875","BCLAF1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.42634947748717","BCOR_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.46783043311894","BCR.ABL_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.50663192193758","BLM_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.24105332951607","BMPR2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.59277812492591","BNC2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.12709436569057","BPTF_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.1406979687255","BRAF_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.030429216907314","BRCA1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.026958751968904","BRCA2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.10143827486753","BRWD1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.28559189773632","C15orf55_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.35200052365689","CAD_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.44673228940855","CASP8_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.22073118408799","CCAR1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","1.0526429064497","CCND1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.2727905711637","CDH1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.32935893126942","CDK12_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.49312366324664","CDKN1A_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.33149546202354","CDKN1B_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.31706905033045","CDKN2A_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.070522822057275","CEP290_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.029384135097353","CHD3_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.15129061432784","CHD4_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.19437643976106","CHD6_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.50675730532065","CHD8_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.41567003618958","CHD9_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.29792926901498","CHEK2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.49311642731518","CIC_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.0093622885190135","CLASP2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.42040473200521","CLSPN_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.11114970826762","CNOT1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.10442219569306","CNOT3_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.33399951848169","COL1A1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.42578287393063","CREBBP_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.38026555792648","CSDE1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.21727237226427","CTCF_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.0067194227893811","CTNNB1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.35384554824434","CTNND1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.27917167453248","CUL2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.098287145248339","CUX1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.20795198368659","CYLD_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.5717840390065","DDX3X_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.51857663337548","DHX15_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.3332486132753","DHX9_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.21747515572239","DICER1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.082060149418681","DLG1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.12228330468704","DNMT3A_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.12640538318099","EGFR_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.20250379723635","EIF4G1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.084364230068745","EIF4G3_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.093495074021243","ELF1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.084133450544042","ELF3_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.039490910158016","EP300_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.78653822516683","EPHA2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.44380998526221","EPHA4_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.36196680841785","ERBB2IP_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.49360557458393","ERBB2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.26543830855585","ERBB3_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.58936709422282","EWSR1.FLI1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.59521298222741","EWSR1.X_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.41739820160388","EZH2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.11599176349533","F8_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.34984706969098","FAM123B_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.13206970547168","FAT1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.036865567486843","FAT2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.15095554699507","FBXW7_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.16478079033692","FGFR2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.3467462438709","FLT3_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.29642495554679","FN1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.08070238492591","FOXP1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.20267002337096","FTSJD1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.046047481625405","FXR1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.79998821952111","GATA3_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.82478240766572","GNAS_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.14072467953676","GPS2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.10353105349568","HDAC9_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.9788169570842","HGF_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.03103971237396","HLA.A_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.63794643416534","HLA.B_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.020359922764052","HNF1A_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.23576654950648","HRAS_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.11059618310624","IDH1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.25690779134854","INPP4A_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.048662364025622","INPPL1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.16622520279892","IREB2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.21510925272926","ITSN1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.34006072918263","KALRN_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.10854348212452","KAT6B_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.17552902911919","KDM5C_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.028278250624474","KDM6A_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.89296359338939","KDR_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.67639268336046","KEAP1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.35059597927217","KIT_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.40230081752724","KRAS_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.094213898808913","LAMA2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.3579434689903","LARP4B_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.20427026465474","LIMA1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.28819213969535","LNPEP_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.51533063043061","LPHN2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.64227178404931","LRP6_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.32804845660956","LRPPRC_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.11293404390998","MACF1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.023151595008434","MAGI2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.13547019544454","MAP2K4_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.54662918930846","MAP3K1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.0002160003013501","MAP3K4_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.69378677054751","MAP4K3_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.11006455045131","MECOM_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.17181588494751","MED12_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.29581929692726","MED23_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.52197320500534","MED24_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.34594275830576","MEN1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.35764297725666","MET_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.079434241801967","MGA_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.032320063702065","MKL1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.17070718178031","MLH1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.44826849684378","MLH3_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.077496287021564","MLL2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.031174998085148","MLL3_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.23286123719449","MLLT4_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.20454578473344","MLL_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.36454806602982","MSR1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.45109399203389","MTOR_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.12269700844918","MYC_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.28008326472836","MYH11_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.28271544502911","MYH14_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.28693989163937","MYH9_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.37350858711726","NCOR1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.12658779696583","NCOR2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.2074761080685","NF1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.35944195693761","NF2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.25496599747862","NFE2L2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.37999680624639","NOTCH1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.015446073445922","NOTCH2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.23602614338781","NR4A2_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.16366841510621","NRAS_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.11194969833219","NSD1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.21378172577203","NUP93_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.30397806506649","NUP98_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.49366370164658","PABPC3_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.18692128045535","PBRM1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.42090873162104","PCDH18_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.50586886039251","PCSK5_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.7974664370035","PGR_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.34255893041067","PHF6_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.12358087521948","PHLPP1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.36081021539062","PIK3C2B_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.2659828306889","PIK3CA_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.56278381224878","PIK3CB_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.27099950417669","PIK3R1_mut","PANCANCER"
"Buparlisib","1873","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma","PI3K/MTOR signaling","0.031258038450577","PLCB1_mut","PANCANCER"
